Animal	Species	Farm	Yield
2681	1	46	2.950531676
559	2	80	18.120316946
2822	1	49	10.013748102
1612	4	53	9.6945711588
2686	3	76	9.801568977
780	1	32	0.7369288596
1242	5	87	13.23488758
2470	5	89	15.498557963
2790	4	84	13.936391715
2790	4	84	11.216004006
2705	4	80	13.251269396
952	3	5	8.4458915751
1674	4	96	10.74271962
635	2	75	16.012551847
1225	3	51	8.0640656042
3	1	49	9.6758767452
1417	5	93	19.892950067
1216	3	9	-2.534420542
2024	3	77	12.847260472
1496	4	29	13.365228783
2186	3	80	11.168470924
2557	2	73	14.108270148
71	2	91	19.556636046
2220	3	92	19.617381218
1382	5	23	6.1879933582
96	1	27	6.4374045982
1921	3	32	10.638151249
1026	2	81	8.7446377962
852	3	31	5.0340563439
849	5	70	11.338157977
1720	5	94	19.131285836
994	4	37	15.749316585
2051	5	2	4.0528286591
1104	3	4	9.2027684118
2929	1	1	4.2947247816
2586	5	97	12.983992209
1256	3	40	12.259091907
2068	2	29	6.708939861
1995	5	98	19.5363883
1478	4	28	7.8284657351
2315	2	78	14.215814392
1682	4	51	-0.939775886
2457	2	62	12.207138646
2896	1	47	7.9409508557
722	3	92	11.434118922
2995	4	10	2.5658883136
575	4	2	5.5858684981
390	2	28	5.5679331746
290	4	5	5.4792580011
2946	4	63	6.0181024587
87	1	65	8.742713799
2090	3	85	9.4127452619
1034	1	93	18.049674484
284	4	41	8.0787259042
300	3	34	9.1197165947
957	4	60	11.547698234
500	5	63	9.972627832
977	1	68	3.6649720227
1094	1	50	-0.273062352
928	1	2	3.4108801796
78	1	88	11.190641441
818	4	82	12.936369154
814	2	90	11.211674075
1666	4	93	9.0261302636
547	5	29	17.247173845
1609	4	61	7.7010643256
847	1	18	2.4041308027
2876	2	26	3.2654748378
2135	4	81	14.118928241
437	4	76	8.1438448144
2173	4	43	12.456927139
1289	1	77	9.9563014656
1170	5	88	17.741654708
876	5	11	3.420456546
2718	5	79	13.665307797
2442	1	4	3.7383275154
2050	3	32	2.6277047276
1424	4	33	8.534627486
513	1	54	7.4186248472
1663	2	65	16.266172103
720	3	82	8.9826669981
554	5	24	13.254987647
1905	2	95	8.2762874491
1598	5	95	15.710923529
124	3	2	4.3979814293
2307	5	6	9.0707832341
821	1	92	22.391129794
741	2	92	10.785435675
2294	1	40	6.9381342055
2992	3	87	13.232976489
478	2	62	12.88194572
1227	1	95	14.081595642
358	2	76	12.307698296
8	1	63	10.226839582
2628	4	38	15.252093073
550	2	69	10.320615909
850	5	48	9.8195678159
979	4	98	10.76809176
33	4	32	6.3686145471
2557	2	73	11.137161104
888	5	92	10.45655944
2251	4	41	6.0972042518
1156	5	42	6.0169644272
2746	4	41	11.899459726
2081	3	40	8.7916509851
2498	5	67	7.8664417081
945	2	83	14.861527696
2286	5	72	14.580118814
1725	2	43	6.4959091034
209	5	32	12.460348603
1023	2	40	6.7724541564
1676	1	55	2.5004957746
1647	4	76	5.9830668683
1084	1	56	4.2096574046
2533	4	24	11.070605844
1366	2	49	7.6988802949
980	3	34	8.3548211698
223	1	79	7.3709122509
1537	1	35	8.0245579153
2909	5	27	11.939117201
2240	4	86	11.363774392
111	2	10	3.8406449823
1978	3	79	10.771485989
69	4	37	6.0898320578
788	2	43	9.7014598385
1569	1	17	1.7871586973
2754	5	32	11.85905202
191	2	97	18.215498583
697	5	58	8.0131447978
422	3	64	9.148442481
944	2	34	8.0718752105
2966	2	87	16.326164294
2177	1	58	9.0704594396
2698	3	38	7.5401108895
164	3	47	7.8021767822
1658	1	28	6.327927275
2329	2	67	7.283314228
989	1	84	5.217526459
2686	3	76	12.845142061
2460	2	90	12.955933821
938	2	52	12.601302385
2066	3	68	11.001199664
1706	2	58	6.6832020212
2198	1	92	13.638119301
1237	2	58	12.814759501
2524	5	58	8.7525088247
2026	5	55	16.915377746
2345	2	13	5.0586138479
2624	4	33	12.98495448
1069	3	60	8.1217562693
1246	5	10	4.7903936192
2166	3	62	18.280177791
1025	4	78	13.799630485
2978	5	47	7.3088318196
47	1	53	3.3113711152
1254	1	2	1.0089824818
286	4	62	9.4289618026
1684	1	59	7.0369602278
568	1	74	10.180266668
1196	4	45	5.5552471845
169	3	95	5.2075788162
986	5	64	19.016132716
1669	1	83	11.582891833
2522	4	29	11.351116216
1997	2	23	6.2330416743
1744	1	66	9.2083876745
2308	5	72	11.153772415
2664	3	38	13.157923624
2725	2	86	7.6664969753
293	5	14	7.112442966
771	5	60	16.117500617
814	2	90	10.497621444
867	1	46	7.9583583736
245	1	13	0.6228180283
2237	3	79	15.480875343
2402	2	31	9.9368939086
2251	4	41	2.2743253786
2347	5	47	9.5399125499
1743	2	24	-1.567401404
2574	1	74	14.243400263
458	1	11	-0.940864336
2964	2	6	1.6020264909
499	2	44	6.5824124439
233	1	16	4.0024412448
215	2	22	8.3847875867
2443	3	84	12.762992356
55	1	35	0.002946728
1268	1	41	0.9066693501
2634	3	3	3.2021677567
2468	3	90	7.207306062
319	4	6	8.7195736788
2642	5	25	10.204008623
461	1	7	2.8871761273
1596	4	73	19.497523824
1500	5	88	14.960829071
1946	3	1	9.7649378742
884	5	87	12.573737566
2305	2	72	8.1132055593
221	4	26	6.7570286676
37	1	55	9.4755113401
2917	5	40	9.8259492535
1706	2	58	11.14010827
708	4	50	12.308872576
1821	5	28	8.4311235729
262	3	79	11.043504893
2048	3	67	8.3676449721
1861	3	39	6.5021828603
194	2	76	9.1122717047
1264	5	89	16.305255628
253	2	100	14.289029577
704	5	80	9.7504913249
818	4	82	12.705051132
982	2	56	9.4714716178
838	5	23	13.391583365
2755	2	37	7.8036948941
19	4	61	7.7505180718
633	4	19	13.269549339
2090	3	85	11.589631073
255	5	26	4.1114966757
1382	5	23	7.58988165
2050	3	32	5.0263221201
2258	2	47	1.9828023237
2042	3	82	15.1411283
1139	5	93	18.039442797
1308	2	73	9.2453899802
2703	4	56	4.3993470504
414	4	42	7.3016911773
1173	1	84	8.4410247214
2266	2	94	13.548279967
2989	1	37	0.4401706159
2534	4	64	16.814611991
2892	1	70	4.7339699197
715	3	95	14.500746013
1494	2	16	1.0386560918
520	3	7	1.108991105
793	2	89	14.978269542
2200	4	83	10.151044759
1930	3	20	3.2328992472
2857	3	12	3.6778196468
724	5	45	9.1638193434
1214	3	70	11.528538064
2969	2	41	5.5392268624
941	3	47	8.4487065989
115	1	97	12.722396701
136	3	85	15.395107441
1974	3	75	13.527448653
1947	1	37	5.9339998786
2580	5	81	8.3167006987
566	4	16	8.5701456198
135	2	81	14.644003317
1573	1	10	5.9660919678
735	4	94	9.6873016124
1500	5	88	16.323628946
622	1	42	2.8474068523
2817	4	74	11.784981935
775	3	82	14.988725469
2159	4	82	13.558928473
2294	1	40	9.1572364304
762	5	46	11.302368971
2343	3	15	4.719113865
2916	2	50	9.6209351788
971	3	7	5.7007899976
2005	3	77	8.2122689346
189	5	43	2.665418001
154	3	39	4.8733666966
1986	1	89	14.697612629
2184	5	83	8.040736728
2670	1	3	2.3040025768
649	4	92	17.712767625
676	3	29	10.168389607
2734	4	43	5.1976354267
1720	5	94	9.8027570737
658	1	52	8.768285572
2150	5	61	14.750988181
883	4	29	3.2235499517
1137	5	4	5.1724155265
1398	4	25	6.8185729632
117	5	7	7.5890394847
1569	1	17	5.5564071005
2235	3	11	3.3452535661
1160	4	61	16.770574592
1254	1	2	4.8606679252
416	1	31	3.5761077118
2633	3	43	11.01517283
2868	4	76	14.876544755
421	3	73	12.240081487
2293	2	64	9.1547993972
2954	1	35	9.5520090079
1465	4	3	3.6383677815
2266	2	94	14.005560803
2944	3	99	11.252435969
1416	5	92	11.754635901
1802	2	56	12.462648841
943	3	94	13.380542257
1141	4	77	11.51873395
805	1	49	8.8019185585
960	3	86	10.618686544
704	5	80	7.4577770191
129	1	66	12.238518213
2313	2	90	12.005665491
2703	4	56	11.039094344
2134	4	43	7.4480246105
1082	5	32	9.8738389466
447	2	98	18.493780491
1201	1	62	6.19004903
2373	4	46	7.8595570651
641	2	47	15.394053671
2514	5	88	22.080179582
2404	4	61	11.024884381
2882	1	77	12.306098638
2320	1	13	7.0934585197
550	2	69	10.822938795
508	3	20	4.3634222158
1718	2	83	18.854137826
1730	5	43	8.9584705368
1064	5	94	11.220544474
269	2	71	6.0464533077
743	1	81	12.237089749
2022	5	50	9.5382358549
2161	2	6	10.730617755
672	3	7	1.447539432
2778	5	81	16.225926468
1142	5	67	9.847492087
108	1	23	2.7441291561
2289	1	75	10.162749117
1120	1	45	7.4629078734
912	3	35	8.4176130683
1954	4	86	12.139953746
1242	5	87	20.037442682
2142	5	3	8.5430393774
2891	3	38	4.3556798916
2517	4	90	10.233282629
931	2	26	8.2889298687
2540	5	27	3.3702877039
1200	3	77	11.450147977
2949	3	89	11.840253799
507	4	65	8.180135566
1650	5	68	11.587473872
1697	2	20	2.936451954
870	3	98	11.219166805
704	5	80	7.2653642049
929	5	71	11.325662894
2676	1	15	-0.511344786
2458	2	7	7.5315584854
1198	5	15	5.7005233391
932	4	34	15.44310527
2236	3	54	9.140196559
2419	5	21	11.886357826
1068	2	96	11.527384502
1428	2	90	17.639561549
1903	3	50	9.1238728652
1083	5	8	7.3413455612
2948	3	96	14.45768338
1741	4	52	11.519920415
1369	1	24	5.2957606238
29	3	36	3.9383320753
1689	3	72	12.528222332
1901	2	56	3.5634700527
2429	5	16	2.4685884466
2324	3	79	9.8364714815
50	1	10	11.123304139
2202	4	23	8.6423813238
601	1	9	4.2621407032
1152	5	89	14.441368162
520	3	7	-1.079969768
2636	4	51	8.9257656981
2452	4	33	13.252928389
1743	2	24	2.6506738686
549	5	58	12.798550027
2939	3	75	8.3909112406
1722	2	77	6.0730182749
1434	5	66	11.428683787
614	5	72	13.487410798
2105	1	38	3.5526898805
1407	5	70	15.69956829
483	1	77	9.879678005
2112	2	73	14.462942138
1180	5	3	9.3065465586
2524	5	58	15.144173798
880	4	55	11.104384537
74	2	32	7.9659178004
2026	5	55	14.363235585
1276	5	58	9.1932426482
2297	3	95	15.431330116
2795	3	60	6.5047831003
2847	4	86	16.006274125
676	3	29	4.4939425796
439	4	31	12.008106069
360	5	15	-1.13649391
2189	4	26	6.1506787845
771	5	60	18.151503698
1282	5	72	13.810863884
651	1	73	13.07007866
2711	4	83	9.457031033
1459	1	19	6.7709023185
2831	2	19	0.1295279494
300	3	34	4.6984360772
2261	5	79	18.220532536
2694	4	45	3.0747364028
166	2	81	10.680137588
565	4	69	13.196738577
2825	4	96	20.213923961
1575	2	46	13.138789645
1631	2	89	10.872922032
1592	1	5	-3.507093236
1300	4	52	11.589433521
1446	5	13	8.5311281348
2773	5	6	9.9207925554
2809	3	100	20.547796471
2476	1	80	3.5672650832
2234	3	43	10.41431508
1172	5	46	18.453993315
107	5	83	18.015788932
2197	3	16	9.0663198544
1945	4	4	11.718818578
619	3	98	6.9575660171
1608	2	19	-1.132764233
1407	5	70	12.64988775
2325	4	69	14.702160767
2039	1	84	7.5684243246
2888	1	91	12.900318678
1510	4	78	13.192503959
2026	5	55	19.799759444
2517	4	90	12.02331674
1149	3	49	5.4043816786
1209	5	2	12.849095517
2222	5	96	15.529533366
453	3	45	8.6880004457
248	1	70	13.207659761
1783	2	72	11.953589314
1899	4	81	15.13971111
2887	2	60	5.5918425011
579	4	5	4.9786004155
1657	2	37	3.1689321289
1173	1	84	12.941207064
1068	2	96	10.452526924
46	5	94	15.267692718
1268	1	41	4.076562611
1674	4	96	15.59997095
2512	3	65	14.758534552
201	1	56	12.321767194
1795	3	18	4.4172772035
620	3	74	11.883266778
2578	5	42	11.749646401
2738	5	79	15.389493515
1467	4	94	18.466520498
671	1	10	3.2031328323
2823	3	39	4.5277503778
2647	2	51	2.9365984963
1190	4	70	13.785152982
2964	2	6	3.1601444125
413	2	39	3.8637470482
1303	1	21	1.993211403
2944	3	99	13.989498932
2839	3	63	9.9072406379
1188	3	99	14.534741054
1624	2	41	3.4473815524
2007	4	73	6.2907960295
1427	2	28	8.6835018564
45	5	47	12.696070039
2684	4	48	14.565961328
803	5	43	9.5523687039
2790	4	84	13.580969902
2127	3	15	11.381693899
325	2	53	7.1625347276
2948	3	96	12.195011801
1047	3	73	14.235667652
1065	4	77	12.650729242
2290	3	23	7.6723871141
2175	2	35	12.89629521
1667	5	20	11.162428782
199	2	78	11.412166995
585	4	5	8.9758647408
1943	3	69	17.591585486
187	5	52	7.015589734
1573	1	10	-1.187314819
2660	4	85	12.131125908
803	5	43	4.2768457755
1445	4	99	14.824289559
406	4	84	11.72496693
1268	1	41	-1.141034729
787	1	76	5.6968552007
2235	3	11	6.4451064445
2702	1	19	11.095329141
717	5	17	14.037737399
476	4	68	15.047455628
2368	5	24	4.9077707442
337	2	27	7.9956158783
63	5	40	11.075977732
632	3	70	10.530140281
516	3	58	7.5776884659
434	3	3	5.5340222452
2578	5	42	8.3627432282
55	1	35	6.6183816994
2813	5	14	3.0627131181
2425	5	37	9.174452147
668	4	82	7.4968709758
2863	5	65	14.060667516
512	4	70	9.6059923329
1917	3	10	5.4814139109
2057	3	95	17.37715542
1299	2	6	3.0972901806
231	5	95	19.262495453
629	3	18	8.6616397025
1015	1	75	7.1567218286
33	4	32	7.0370756694
1852	5	27	9.9362136665
2292	5	99	18.62539318
2103	3	64	13.143281892
1346	4	90	16.09483556
206	5	58	11.3659496
1762	1	17	-0.170766785
2963	1	34	6.8761196901
2253	4	3	6.909711992
163	5	12	13.057781929
1571	3	44	4.2498338161
2083	3	7	8.9371909093
412	4	88	16.756837185
2482	1	54	7.0947191621
2549	4	54	10.150527509
2839	3	63	11.632752033
1496	4	29	11.487194771
2681	1	46	3.7786206587
933	1	79	4.7619036331
2068	2	29	2.9549016392
2055	2	90	8.254449678
890	2	17	1.2838884799
2849	5	22	5.4222489726
2853	5	13	6.0283631355
1448	5	73	18.10654691
1449	3	18	13.998720876
1132	2	83	7.9870687546
1573	1	10	-2.148647513
2733	5	22	19.436796609
881	4	35	11.349983986
1437	5	90	14.309711772
2276	3	4	0.3969603073
1030	2	94	10.447652738
2855	2	52	12.468283575
38	4	1	6.6549853567
2638	2	41	10.945632601
1641	1	32	1.0045191803
2205	4	56	11.368905582
2520	3	94	19.975309937
310	5	73	11.75527934
4	5	46	6.8814709513
2394	2	30	8.5165399532
2817	4	74	12.382296701
455	2	85	7.7480614193
1843	4	100	21.182964621
981	5	41	8.3967527958
645	4	11	3.5370033276
2323	2	32	8.4591526727
1040	4	19	6.3514815988
2030	1	23	7.9044256524
868	5	81	12.128328287
1373	3	36	1.194524784
1825	2	33	5.7122553663
2559	5	40	11.353094816
2000	4	9	3.5551841812
238	1	98	12.560078157
2878	4	94	13.7781588
229	1	41	8.5579271789
231	5	95	20.568252022
148	2	61	10.325001258
597	1	75	15.68222423
2103	3	64	12.701819506
2387	2	83	12.101286939
535	3	81	12.510943629
1930	3	20	5.4329672727
949	3	68	9.7316836157
257	2	94	11.409542308
1588	5	4	4.2124534757
379	2	6	0.0742834097
1920	3	89	11.870511441
395	1	38	9.47452974
885	2	29	6.7834326596
770	2	62	6.9946223735
271	4	44	12.778370368
1282	5	72	4.4186138844
1897	3	72	4.458104649
585	4	5	3.2092936844
2469	3	41	11.955860211
2004	1	13	1.5447211518
315	5	19	2.8168765062
1790	4	4	-1.882067605
123	5	19	8.3720437585
202	5	31	5.4798765949
1200	3	77	11.420081559
2802	5	18	8.7600291511
2687	1	42	-0.382988116
2067	2	31	1.4286685767
2189	4	26	10.568684822
793	2	89	17.906075843
2633	3	43	8.8601757278
1772	4	18	5.3161285135
34	4	6	6.3613174298
2523	2	52	12.614017779
364	3	47	7.6389378459
2972	4	75	10.415923595
2298	5	22	13.68165309
1412	4	86	14.654638357
909	3	32	8.4553581313
1416	5	92	14.002826217
1373	3	36	11.032262233
875	1	41	8.9119398802
1386	4	60	14.09656303
1512	1	41	9.5972123382
339	1	22	7.8618820865
389	3	15	-4.985165653
2814	1	54	6.5963675155
2651	4	69	10.434755003
1339	5	8	5.226074494
1358	3	15	-1.140425131
2818	4	31	10.517508843
1639	2	26	8.9254486626
1272	4	44	13.002648406
11	1	56	11.83190993
177	3	13	3.9332177284
2672	3	73	10.956780179
2851	4	14	-1.471214514
248	1	70	8.6861795403
2473	3	100	16.45964592
2849	5	22	8.0201345798
2693	4	64	12.41312698
527	1	19	-0.144176685
390	2	28	1.4675580114
394	4	13	11.70015285
2122	1	83	9.075823797
246	2	61	9.7785672339
1527	5	89	14.858669958
1378	3	15	4.4005056363
1903	3	50	5.5734311259
2577	3	80	12.655920353
1705	4	50	11.638533457
51	3	94	14.462756204
1137	5	4	2.6216225875
2244	5	6	5.5059570086
934	4	19	5.0650159493
2814	1	54	6.3912325091
2304	5	14	11.064331753
811	3	38	4.9801846843
2824	4	68	14.334689752
917	4	71	12.884417806
53	1	8	1.776839058
1369	1	24	3.5326443175
2978	5	47	7.3375204627
1336	1	98	14.508169542
2108	1	33	4.5937457192
1648	3	67	9.3121745864
944	2	34	8.8508934487
2970	3	36	3.0284067902
1660	5	52	11.90264535
1628	3	100	13.108237904
2032	3	52	4.1916325473
1806	5	93	18.680989499
2564	5	54	15.483680904
60	4	55	6.4365492692
2627	4	41	10.784062018
2298	5	22	10.020974531
658	1	52	11.613392743
1657	2	37	7.8653956407
2519	4	33	11.031759021
1018	1	48	2.1994096069
1183	5	46	9.3064160883
87	1	65	9.740293961
790	4	85	12.999669855
2298	5	22	7.3901553774
233	1	16	2.0821472022
2939	3	75	11.182706199
1107	4	1	11.572406681
1043	4	18	6.5489379453
673	3	41	10.67138398
1587	4	22	5.0877702514
1690	4	31	5.493452903
2009	3	12	5.0832325073
1743	2	24	3.7092244128
739	1	51	8.36957623
797	2	49	7.558322559
429	1	23	2.6307492164
1196	4	45	1.5589002561
2350	1	23	8.3899350561
1110	1	53	9.3353097328
2240	4	86	9.8961645106
1074	2	9	0.5572934773
643	5	73	10.456594636
2139	2	1	9.9348015297
1852	5	27	8.4227577661
969	1	42	9.2752093676
1875	4	85	13.638160909
292	1	46	2.9006562281
445	5	92	16.165514332
2431	4	68	14.720499202
2553	5	72	7.2863859912
1314	1	69	3.1692584268
2560	3	3	3.5173042784
803	5	43	9.6747854765
117	5	7	12.407701881
613	3	47	7.8840605239
289	5	68	10.216398643
2279	4	87	12.269159387
2211	2	41	4.2089092373
1249	4	54	11.089892409
1559	3	89	10.319580088
2235	3	11	5.1640127252
129	1	66	7.0363726182
2073	5	85	18.619612994
1163	3	6	4.7386216751
2413	4	83	15.248632891
2801	3	73	13.725733984
664	4	50	16.204454946
1438	1	15	5.9200513576
488	2	61	9.7652812758
916	4	95	17.248511382
712	1	81	11.312301442
1602	1	23	-0.576003716
431	1	63	-0.167470376
1125	1	60	10.712986935
2417	2	37	6.664927348
2606	2	32	5.2233542995
2742	4	98	20.046304737
2389	1	16	6.2567575651
2775	4	49	10.359884704
2595	4	7	0.8427433195
2599	3	66	10.452765928
1269	3	12	4.1834998438
2638	2	41	13.22604546
1776	1	27	0.2646661218
1365	1	68	9.4747782085
1818	4	84	10.694419758
2458	2	7	8.6213336634
1799	4	28	2.108223659
1116	5	34	8.6820132411
1938	1	41	7.5164286514
2276	3	4	8.661565234
1326	4	96	18.299668983
288	1	96	6.7552860098
773	5	79	10.070795482
2359	1	27	17.707153453
2141	2	67	10.513578728
2479	1	18	0.7652243696
1781	5	58	11.464706534
1245	1	38	3.7261211494
612	2	77	7.8442779642
2675	2	11	1.1141171763
26	5	46	1.7629414806
1511	4	81	14.981688577
1993	1	91	11.666182231
1455	4	43	7.2463568458
152	5	51	13.150558909
855	2	7	2.2901113953
384	5	26	10.611513054
2960	4	74	13.951123371
1833	1	17	4.1241596046
1054	5	86	19.572452863
1398	4	25	8.8251668318
2052	1	88	14.319351501
2771	1	89	10.784103436
1799	4	28	3.5978316912
2223	5	16	7.0436999678
978	5	14	10.326300559
678	4	46	8.642353142
2563	4	65	9.710269394
487	5	89	6.6054812758
2119	5	29	2.0229844254
688	1	84	7.0429626933
2284	5	94	7.6558891915
2756	1	40	14.150579711
1152	5	89	11.540459968
849	5	70	13.848844759
2144	3	13	8.9250838711
2618	3	85	12.056420368
583	1	19	5.7270009505
1424	4	33	12.56553328
125	5	69	6.7090470073
84	2	47	10.630466998
1630	4	97	12.169240815
2636	4	51	15.761407017
122	2	32	5.372906784
1342	2	7	2.699233942
731	2	85	10.960550157
986	5	64	11.667389818
746	2	67	8.6185443854
2512	3	65	11.197840871
2706	1	3	3.7593563709
1002	3	89	7.3484622552
1723	3	19	8.4937881946
52	4	4	5.7826851826
1592	1	5	-3.336618134
231	5	95	16.929565221
1851	1	72	5.942861838
209	5	32	8.4317494845
279	4	43	17.200431638
2313	2	90	8.0700198649
2197	3	16	10.816266554
1676	1	55	4.3430171919
691	2	98	12.027649807
2702	1	19	8.6874290067
139	5	44	6.4679651168
371	3	75	9.1889998363
1856	3	43	5.6024947671
1859	2	32	8.9508112614
393	2	5	5.6782972156
1824	5	71	7.9561230879
1571	3	44	8.2724667787
1331	2	3	6.008430687
802	2	92	12.943840845
2975	1	34	5.5514990567
1296	4	65	7.9729007276
699	5	69	11.819551305
1911	5	66	18.981707454
1835	2	3	0.5423214622
2996	4	66	11.360106752
2989	1	37	6.2684571306
1629	5	54	12.344925636
2527	2	31	3.8531034058
2211	2	41	5.5819395517
1468	1	6	8.5258120135
1683	2	11	8.3114253354
1834	4	4	4.2152711676
2858	3	79	11.531829512
1322	1	12	9.9459874021
1169	1	85	11.745803582
1643	4	3	9.5623587196
1706	2	58	8.7440896159
482	3	87	12.192837866
408	5	36	10.99485886
2784	5	72	10.854661157
1550	5	44	7.5493419444
993	4	77	14.439634142
2237	3	79	8.9022627726
1730	5	43	13.181402469
1995	5	98	16.031211349
2804	1	95	10.756912333
150	3	16	5.5378786111
484	5	44	12.00222576
2890	3	40	7.7689954762
1240	4	94	13.085941903
2205	4	56	13.693362938
2452	4	33	10.580553866
83	2	69	11.972417853
1314	1	69	7.3298790743
877	2	41	6.7586119675
532	3	58	12.555336522
2270	1	58	9.2922032357
62	5	99	18.03678922
2957	1	35	12.133605141
1677	4	38	8.2659813256
1323	5	34	11.230082048
2617	2	62	12.517468273
101	2	12	8.3098173089
368	1	56	6.1906550182
1868	4	96	9.7215298962
2983	1	54	10.743881746
505	4	12	13.285091985
526	2	93	15.757043419
619	3	98	9.6541092731
938	2	52	14.903388553
1158	5	38	13.723113098
2932	4	12	2.1870160147
581	5	80	15.59046845
1727	5	80	8.0920911444
1302	4	16	7.192633691
1252	2	32	11.63492716
1141	4	77	6.8460416479
2703	4	56	8.2509666631
413	2	39	7.0182454366
528	2	17	1.6417042103
286	4	62	13.731901068
640	4	30	11.320037434
592	1	3	2.0704347328
2985	2	89	7.4165489481
1370	4	68	11.679159771
2856	1	88	6.9601570765
560	5	72	16.111205611
597	1	75	13.502748574
873	2	71	10.682829432
124	3	2	8.6218117969
2728	5	5	5.7170877615
2768	1	76	15.073808132
1847	1	32	6.6073089873
1796	3	15	9.1014940988
569	2	11	3.5523646759
1903	3	50	3.6010896175
451	2	99	16.784987339
2433	2	30	7.8323616729
1174	5	92	16.194431924
678	4	46	10.584522626
1641	1	32	5.2676246944
1632	4	83	13.792697529
2640	4	69	11.171893257
2208	4	98	11.906567647
7	1	21	3.8311228177
2372	3	96	5.9164694369
2375	5	84	16.478495091
2111	5	84	9.472817351
2727	2	73	16.848051616
2675	2	11	1.6510794665
2725	2	86	8.0614110874
1620	5	62	12.867849721
1676	1	55	11.972351586
1768	2	83	13.391031999
2663	5	19	15.348344862
1987	3	58	7.5120447943
303	1	82	13.816848016
2792	5	1	7.8189845765
2460	2	90	16.675377039
2871	3	95	12.021564502
2755	2	37	10.821262415
1900	2	85	12.595653649
666	2	38	7.1377279179
616	2	57	11.416393446
2106	4	99	11.131029223
2874	5	30	5.5975896679
2515	3	3	7.4077679076
305	4	39	8.1377441958
786	4	78	14.366801681
2622	1	81	7.3777289482
3000	5	30	0.892002471
2113	1	9	6.3693857238
1862	2	99	15.023335669
2794	3	34	9.8283426679
751	5	95	18.038768806
2883	5	40	14.176634914
2016	4	20	7.0246182599
2092	1	55	7.5757953759
1120	1	45	10.591567616
892	3	77	4.6184477497
100	4	80	3.5625582031
2513	3	87	14.252247021
2811	1	63	12.190369731
2364	3	93	16.988021279
666	2	38	7.9828003781
2004	1	13	2.9579395856
1127	2	46	9.820834293
1661	1	54	7.174556047
987	4	17	4.0385862416
1022	5	75	13.886474836
2535	5	60	12.921934499
1520	5	22	12.716449924
2872	4	44	14.371469107
33	4	32	6.9527152841
765	2	18	7.5087854585
2546	2	58	6.7819343166
1036	5	65	15.070550429
218	1	70	13.958249248
527	1	19	3.4757369981
1363	1	15	7.0133505676
2834	2	34	7.8704481027
1117	3	84	11.955906875
2979	2	76	11.936878333
1292	5	74	17.150513946
1296	4	65	6.631203689
2548	3	26	6.7145193063
2040	3	89	15.467901593
720	3	82	11.380191845
593	3	5	5.978209293
2221	3	6	0.3110092905
410	1	45	6.6872612859
2169	3	60	8.6588666455
1845	5	6	7.2595122356
2876	2	26	3.8969013026
198	4	92	10.148334084
836	1	56	8.2960394527
1265	3	2	9.2156025175
1487	4	99	15.436603605
235	4	60	14.634669231
2382	5	56	12.229251767
2334	5	9	3.1975263031
1113	3	4	1.7788661284
1029	4	65	13.034968864
635	2	75	9.1731124432
2250	1	70	8.7417101785
2918	3	58	10.978907874
2468	3	90	14.344166605
1391	1	93	13.916080844
2975	1	34	3.6418001334
1885	4	83	17.028323642
130	4	45	10.345574392
920	1	66	9.1932187846
2892	1	70	4.4997785991
1451	3	36	1.5994335472
81	3	40	3.8477058351
39	3	67	6.9501765267
1376	5	9	4.9460714745
386	2	36	8.8254225997
1575	2	46	10.329794399
1573	1	10	3.1661533155
1331	2	3	3.7905037258
1440	2	24	6.7117656283
301	1	31	1.6328972974
1932	5	25	14.645744607
66	4	58	13.528469498
847	1	18	1.7932604299
940	3	89	8.7513146426
450	3	79	3.8529701442
2388	2	51	9.2586542921
98	1	38	3.4675801859
2359	1	27	7.0742704187
228	4	18	1.2778190326
2186	3	80	10.908901151
120	5	20	9.7232689586
2275	5	12	7.8410409689
2007	4	73	8.8235151485
1849	5	13	-0.575306512
1618	3	30	10.885433502
1180	5	3	6.1114151836
598	4	44	10.663263844
2551	5	60	11.341768647
2459	2	70	-1.315342233
1680	5	87	14.09904582
2682	3	57	8.0882683209
2474	1	18	2.8154691823
1291	4	91	18.139225354
2236	3	54	8.2588538717
2861	4	99	13.344969166
2989	1	37	6.2495197874
1461	5	5	4.9630018406
1930	3	20	5.5365644715
809	2	87	7.3274743595
839	3	2	8.3434358298
1879	3	74	14.777955387
2136	2	63	5.9530335143
742	2	78	11.160671922
695	4	86	11.108063742
2672	3	73	9.8720337891
70	5	45	10.0959339
1684	1	59	10.180953847
2270	1	58	14.075616809
1302	4	16	10.06415405
1680	5	87	17.951012857
597	1	75	9.629594581
2976	3	36	6.7680203105
2393	3	17	5.430195039
295	4	54	6.0177364621
2696	4	93	18.740492299
810	4	89	10.578493447
2241	1	57	9.3854227599
1797	4	78	6.7996702956
103	3	72	5.3118643551
385	4	68	9.5104499099
1291	4	91	20.29228868
1389	4	6	0.5286597219
687	2	82	10.404473948
1667	5	20	5.5679576972
2433	2	30	12.2840941
328	2	91	11.772733432
591	3	99	15.551272822
494	1	22	6.0349207986
2979	2	76	13.388410558
1365	1	68	7.1014609099
2186	3	80	13.195124656
750	1	50	9.0780162597
1238	3	74	7.6797781271
1000	1	95	17.638117846
1629	5	54	15.568493733
1585	2	70	11.345306073
750	1	50	10.164363865
938	2	52	15.515021575
2742	4	98	21.41836284
2384	1	31	5.8135988418
1266	2	70	10.362776241
873	2	71	12.247590282
