MArray	Dye	Trt	Pin	Dip	Gene	log2i
2	2	2	4	4	258	10.285929964
2	2	2	1	4	302	7.587533603
2	2	2	1	2	382	8.0919941952
2	2	2	1	1	348	7.5989918288
2	2	2	2	2	233	8.118883048
2	2	2	4	1	323	10.790541928
2	2	2	1	2	293	7.4613017573
2	2	2	2	1	293	8.1608958137
2	2	2	3	3	94	8.6382742856
2	2	2	4	4	40	9.1107089434
2	2	2	1	3	85	6.1960426467
2	2	2	3	3	152	9.0688329012
2	2	2	1	1	243	7.1406451609
2	2	2	2	1	438	9.2997401947
2	2	2	3	2	39	8.5008643784
2	2	2	4	1	199	10.061374277
2	2	2	3	1	58	8.456678482
2	2	2	4	2	400	11.420022975
2	2	2	3	2	162	9.1196458871
2	2	2	3	2	14	8.5841144885
2	2	2	3	1	474	10.87636677
2	2	2	1	2	234	7.2668158962
2	2	2	3	1	100	8.9560592618
2	2	2	3	3	345	9.8378065165
2	2	2	4	3	438	11.368277079
2	2	2	2	2	137	7.5926665663
2	2	2	2	4	430	8.9028748419
2	2	2	2	1	7	6.5635103399
2	2	2	1	3	18	6.0395828754
2	2	2	1	3	459	8.3873285349
2	2	2	2	1	126	7.3699860842
2	2	2	2	3	41	6.8016800302
2	2	2	4	4	42	9.2915644654
2	2	2	1	1	219	7.1553120862
2	2	2	3	2	374	10.204553864
2	2	2	3	3	482	10.480579709
2	2	2	2	4	189	7.7149498417
2	2	2	1	1	365	7.6938472266
2	2	2	4	3	36	9.4311919675
2	2	2	3	4	342	10.011829449
2	2	2	3	1	483	10.610888744
2	2	2	4	3	456	11.265290816
2	2	2	4	3	423	11.076567763
2	2	2	1	1	285	7.5838378048
2	2	2	2	3	337	8.4478714175
2	2	2	4	2	195	10.266314758
2	2	2	1	3	451	7.9893908869
2	2	2	2	4	247	8.1733747181
2	2	2	2	1	453	9.3627864805
2	2	2	4	2	376	10.943984759
2	2	2	2	1	28	6.6793054845
2	2	2	4	1	132	10.155005414
2	2	2	4	4	294	10.530424416
2	2	2	3	2	278	9.3992440767
2	2	2	4	1	17	9.2518385067
2	2	2	1	1	97	6.3724473441
2	2	2	2	1	268	8.1958107093
2	2	2	2	1	427	8.9594690476
2	2	2	1	2	231	7.2165105081
2	2	2	2	2	300	8.5521695091
2	2	2	3	4	70	8.5994497322
2	2	2	2	2	136	7.6932368599
2	2	2	1	1	500	8.6157124397
2	2	2	3	1	284	9.5699290584
2	2	2	1	1	221	7.1496341502
2	2	2	1	3	31	6.2248036047
2	2	2	3	2	287	9.6208021926
2	2	2	4	1	239	10.183637586
2	2	2	1	3	211	7.1494739965
2	2	2	1	2	435	8.4213719166
2	2	2	3	4	468	10.708554864
2	2	2	3	2	325	9.994610579
2	2	2	1	1	49	6.0522654624
2	2	2	1	1	261	7.348264176
2	2	2	4	2	171	10.076417916
2	2	2	2	2	69	7.0743229073
2	2	2	3	4	336	9.9393842639
2	2	2	4	2	462	11.52630299
2	2	2	2	1	88	6.7104509741
2	2	2	3	1	402	10.390290079
2	2	2	1	1	31	6.0307858852
2	2	2	2	4	41	6.7988625722
2	2	2	1	2	18	6.1274840569
2	2	2	3	4	171	8.9915932223
2	2	2	3	1	439	10.394842708
2	2	2	2	3	347	8.3743170709
2	2	2	4	2	405	11.339441693
2	2	2	2	4	398	8.5562627877
2	2	2	3	2	197	9.0657497554
2	2	2	4	4	322	10.776064805
2	2	2	1	4	35	6.0462217138
2	2	2	4	1	32	9.173720959
2	2	2	1	1	437	8.1156877195
2	2	2	1	2	384	7.7750494771
2	2	2	1	2	112	6.6127787194
2	2	2	3	3	54	8.7502331956
2	2	2	2	2	497	9.1272991565
2	2	2	4	3	145	9.8579149573
2	2	2	4	4	409	11.153755215
2	2	2	2	3	42	7.195005758
2	2	2	3	4	273	9.6415231122
2	2	2	1	3	479	8.6670865079
2	2	2	3	4	43	8.4376382765
2	2	2	1	2	221	7.2860454325
2	2	2	2	2	330	8.5271375079
2	2	2	4	1	373	10.88090158
2	2	2	2	3	164	7.5249485619
2	2	2	1	4	484	8.3287050832
2	2	2	2	4	202	7.6312981725
2	2	2	4	3	222	10.362208154
2	2	2	3	1	493	10.654667479
2	2	2	2	2	95	7.1458095072
2	2	2	3	1	22	8.7494754204
2	2	2	3	3	335	9.9059524908
2	2	2	3	2	386	10.168707886
2	2	2	4	2	222	10.557499373
2	2	2	3	2	263	9.4343625706
2	2	2	2	2	398	8.7182390594
2	2	2	3	1	308	9.8793507003
2	2	2	1	2	465	8.6713240732
2	2	2	1	3	342	7.5175797438
2	2	2	2	2	143	7.5450965416
2	2	2	1	4	384	7.9404469198
2	2	2	1	2	445	8.4890939646
2	2	2	2	4	302	8.2841744347
2	2	2	1	2	35	6.5012071833
2	2	2	4	3	122	9.7714038689
2	2	2	2	1	315	8.0479921416
2	2	2	4	2	232	10.533199912
2	2	2	3	4	356	10.088826368
2	2	2	4	3	389	11.023793087
2	2	2	4	4	65	9.5511447974
2	2	2	2	4	296	8.026422614
2	2	2	4	2	444	11.553425682
2	2	2	3	3	444	10.607983655
2	2	2	2	1	73	7.0852097779
2	2	2	3	4	217	9.3403714354
2	2	2	2	3	348	8.5093716767
2	2	2	4	4	113	9.4903409634
2	2	2	3	3	35	8.4827425363
2	2	2	3	3	369	10.038937129
2	2	2	4	2	172	9.8982140476
2	2	2	4	1	197	10.124516412
2	2	2	2	2	125	7.4766966138
2	2	2	2	3	113	7.1841448582
2	2	2	2	4	140	7.4338522788
2	2	2	1	3	350	7.8537260135
2	2	2	2	2	500	9.1824520751
2	2	2	2	4	120	7.3644617969
2	2	2	2	4	220	7.7621835815
2	2	2	4	3	68	9.188747681
2	2	2	2	1	173	7.6365153325
2	2	2	4	4	240	10.163831714
2	2	2	4	3	478	11.336855974
2	2	2	1	3	261	7.6184980138
2	2	2	1	2	24	6.3662157216
2	2	2	3	4	236	9.1228202902
2	2	2	4	4	103	9.3104490844
2	2	2	4	3	235	10.121185235
2	2	2	4	3	41	9.2449950953
2	2	2	4	2	21	9.4077935256
2	2	2	2	3	419	8.8125605301
2	2	2	1	2	88	6.4487234657
2	2	2	1	2	434	8.1570271936
2	2	2	1	1	101	6.5413832249
2	2	2	4	2	325	10.774972202
2	2	2	1	4	371	8.0701424616
2	2	2	4	2	356	10.951641806
2	2	2	1	1	351	7.490447094
2	2	2	3	1	393	10.002309709
2	2	2	1	1	420	8.2101952468
2	2	2	4	1	387	10.990633188
2	2	2	1	1	428	8.3720238638
2	2	2	4	2	429	11.604560611
2	2	2	1	2	252	7.2655934284
2	2	2	1	1	388	8.0376948446
2	2	2	3	4	63	8.5524460711
2	2	2	4	1	248	10.607600985
2	2	2	2	1	458	9.1046463136
2	2	2	1	4	176	6.9024613427
2	2	2	2	4	300	8.1294519039
2	2	2	4	3	409	11.256731019
2	2	2	4	3	223	10.07987907
2	2	2	3	1	466	10.516344157
2	2	2	2	4	207	7.7561158337
2	2	2	3	2	113	8.8898090861
2	2	2	2	1	160	7.6761403361
2	2	2	2	2	241	8.0573415388
2	2	2	3	2	367	10.17289771
2	2	2	2	1	41	7.2305354919
2	2	2	4	3	88	9.446263154
2	2	2	4	4	93	9.5349294412
2	2	2	1	4	128	6.9022430708
2	2	2	4	1	186	10.01112763
2	2	2	1	3	399	7.9170477082
2	2	2	3	2	281	9.8733610712
2	2	2	1	2	452	8.0913506233
2	2	2	4	1	70	9.3441808338
2	2	2	4	4	36	9.0045856464
2	2	2	2	4	456	9.0780976163
2	2	2	2	4	411	8.8282115911
2	2	2	4	4	58	9.296105119
2	2	2	4	2	183	10.279663857
2	2	2	3	3	258	9.674215645
2	2	2	4	1	183	10.003253335
2	2	2	2	3	355	8.7813941793
2	2	2	2	2	237	8.1302845911
2	2	2	1	3	335	7.8854802903
2	2	2	3	2	21	8.4006065569
2	2	2	2	1	284	7.9271368185
2	2	2	2	2	221	7.9384723072
2	2	2	2	2	481	9.3752588756
2	2	2	2	2	232	8.1158101499
2	2	2	4	2	406	11.174021833
2	2	2	2	1	4	6.8998972074
2	2	2	3	1	26	8.1770973685
2	2	2	1	4	200	7.3161336131
2	2	2	1	3	465	8.5393165614
2	2	2	3	3	190	9.1798572834
2	2	2	4	2	375	10.92007368
2	2	2	4	1	467	11.425061445
2	2	2	3	3	351	9.9268493561
2	2	2	4	3	95	9.6443256995
2	2	2	4	1	314	10.794117068
2	2	2	1	1	96	6.5138770796
2	2	2	2	3	52	6.7974574689
2	2	2	1	4	423	8.1412832843
2	2	2	2	2	479	9.1962724962
2	2	2	4	4	423	11.339208846
2	2	2	3	2	440	10.437857965
2	2	2	3	1	380	10.153545078
2	2	2	3	1	107	8.9482187032
2	2	2	4	3	246	10.305728696
2	2	2	1	4	209	7.0473459528
2	2	2	2	2	181	7.7575386586
2	2	2	1	4	24	6.3993158698
2	2	2	2	3	211	7.7973996001
2	2	2	1	3	107	6.6078960064
2	2	2	4	3	174	10.225030236
2	2	2	3	3	306	9.7992224516
2	2	2	3	4	99	8.5017113309
2	2	2	3	4	207	9.2541348084
2	2	2	1	3	1	6.1821428969
2	2	2	4	1	299	10.390742527
2	2	2	3	1	433	10.362035117
2	2	2	2	1	435	9.0751192822
2	2	2	3	3	233	9.298222286
2	2	2	3	4	59	8.5645455154
2	2	2	1	4	6	6.091865301
2	2	2	3	1	433	10.617667188
2	2	2	1	1	81	6.4337753998
2	2	2	4	1	220	10.415772912
2	2	2	3	3	339	9.8739179666
2	2	2	4	3	499	11.992173078
2	2	2	4	2	441	11.540310026
2	2	2	3	1	467	10.648220457
2	2	2	1	2	166	7.0815381334
2	2	2	3	1	23	8.2094244194
2	2	2	3	1	165	9.1511145145
2	2	2	1	2	378	7.9724093964
2	2	2	4	3	390	11.155121849
2	2	2	3	3	400	10.160531701
2	2	2	2	3	148	7.3153029044
2	2	2	1	3	202	7.1681767843
2	2	2	3	1	253	9.6158135867
2	2	2	4	2	242	10.457385305
2	2	2	3	2	166	9.257628227
2	2	2	4	2	39	9.219161209
2	2	2	4	1	76	9.7889513848
2	2	2	3	1	413	10.373917481
2	2	2	2	1	163	7.7857765645
2	2	2	4	4	500	11.807664869
2	2	2	4	1	318	10.789706377
2	2	2	4	1	323	10.457700711
2	2	2	4	2	31	9.3466865447
2	2	2	1	2	472	8.456133341
2	2	2	3	3	192	8.9423109188
2	2	2	3	2	183	9.2215204107
2	2	2	1	3	401	7.7903460142
2	2	2	2	1	18	6.8560192099
2	2	2	4	4	181	10.052811977
2	2	2	3	2	261	9.7447450432
2	2	2	4	3	424	11.114757553
2	2	2	2	1	14	6.7296629087
2	2	2	3	1	210	9.3776481845
2	2	2	4	4	430	11.336155225
2	2	2	1	3	483	8.2784763006
2	2	2	3	3	103	8.771630872
2	2	2	3	4	136	9.0707197835
2	2	2	3	4	63	8.8162519597
2	2	2	3	3	449	10.130613566
2	2	2	2	1	54	6.7594550379
2	2	2	4	3	393	11.093194875
2	2	2	2	3	408	8.7591185703
2	2	2	4	2	386	10.834471242
2	2	2	3	4	298	10.082627637
2	2	2	3	3	420	10.232628588
2	2	2	2	1	90	7.4105938702
2	2	2	3	4	174	9.0504167005
2	2	2	1	3	25	6.1025443105
2	2	2	4	4	263	10.564963285
2	2	2	3	2	319	9.8788328635
2	2	2	1	2	350	7.8022574398
2	2	2	2	1	247	8.0085298488
2	2	2	4	1	357	10.923307767
2	2	2	3	3	234	9.5154740848
2	2	2	4	4	62	9.2761086122
2	2	2	4	3	407	11.167571735
2	2	2	1	1	345	7.8237492734
2	2	2	4	2	413	11.470293407
2	2	2	3	2	463	10.651228149
2	2	2	4	2	78	9.6179238576
2	2	2	3	1	477	10.569257945
2	2	2	2	1	249	7.936471113
2	2	2	1	1	414	8.2985888802
2	2	2	3	1	208	9.3698793333
2	2	2	3	1	111	8.7090240853
2	2	2	3	3	218	9.7127203635
2	2	2	1	4	337	7.810019239
2	2	2	2	3	68	7.0237701228
2	2	2	4	2	63	9.5373606048
2	2	2	3	3	332	10.147501471
2	2	2	1	4	427	7.9366279816
2	2	2	3	4	172	9.0342937008
2	2	2	2	1	372	8.6243773414
2	2	2	2	4	269	8.1600974864
2	2	2	2	3	374	8.8076733306
2	2	2	3	2	195	9.318165238
2	2	2	1	1	142	6.7278285286
2	2	2	4	4	240	10.1829668
2	2	2	2	2	93	7.5763379664
2	2	2	3	3	170	9.0335111144
2	2	2	2	3	4	6.8814974423
2	2	2	4	2	238	10.466555777
2	2	2	2	4	219	7.9955546249
2	2	2	3	4	385	10.220344824
2	2	2	3	3	46	8.3507314218
2	2	2	3	4	48	8.3414439434
2	2	2	2	1	157	7.4242283344
2	2	2	2	1	484	8.9259577358
2	2	2	4	2	286	10.356172023
2	2	2	2	4	414	8.7990212605
2	2	2	2	1	154	7.5476856208
2	2	2	4	2	458	11.562266259
2	2	2	2	2	407	9.022774864
2	2	2	4	4	172	9.8763860908
2	2	2	2	2	324	8.3834656763
2	2	2	3	1	114	9.0577272056
2	2	2	4	3	418	11.224431461
2	2	2	4	2	222	10.67011393
2	2	2	4	1	89	9.6599364319
2	2	2	2	1	451	8.8867120036
2	2	2	3	4	112	8.9645344703
2	2	2	4	3	244	10.679848767
2	2	2	3	1	95	8.8116496262
2	2	2	1	2	297	7.6624511527
2	2	2	2	4	1	6.7596244655
2	2	2	2	2	89	7.3424796156
2	2	2	2	3	114	7.1768502279
2	2	2	3	4	429	10.334218254
2	2	2	4	1	13	8.997761454
2	2	2	1	4	229	7.150914839
2	2	2	3	3	145	9.1094944134
2	2	2	4	3	377	11.08520368
2	2	2	2	1	296	8.2004682762
2	2	2	1	2	313	7.6127058354
2	2	2	2	3	101	7.4253349471
2	2	2	2	3	57	6.83066239
2	2	2	3	2	231	9.6585660663
2	2	2	4	4	81	9.5834897257
2	2	2	4	4	84	9.4550909003
2	2	2	3	4	290	9.6435482749
2	2	2	4	4	397	11.350762767
2	2	2	3	2	480	10.666753121
2	2	2	1	3	367	8.0473349498
2	2	2	1	2	141	6.7882466563
2	2	2	1	4	344	7.9134417788
2	2	2	3	3	248	9.2744929762
2	2	2	1	4	178	6.9859772232
2	2	2	2	2	30	7.1371803469
2	2	2	1	4	280	7.2964419461
2	2	2	1	1	364	8.0930258256
2	2	2	4	3	412	11.279587234
2	2	2	3	4	475	10.516976363
2	2	2	1	2	134	6.8974329268
2	2	2	4	4	46	9.371909824
2	2	2	4	3	463	11.261002572
2	2	2	2	3	369	8.4355599144
2	2	2	2	4	123	7.2817272203
2	2	2	1	1	121	6.8042924501
2	2	2	1	4	365	7.837962112
2	2	2	3	1	158	9.0643820678
2	2	2	3	4	401	10.473922471
2	2	2	3	2	39	8.5681347127
2	2	2	2	2	324	8.3953164279
2	2	2	4	3	401	11.280253549
2	2	2	2	3	461	9.3719893706
2	2	2	4	3	212	10.30689569
2	2	2	1	4	162	6.9386929788
2	2	2	1	4	259	7.2003601726
2	2	2	3	4	44	8.6573798295
2	2	2	2	2	99	7.1963681945
2	2	2	1	2	309	7.785549101
2	2	2	2	2	264	8.4010073627
2	2	2	2	4	191	7.5848375219
2	2	2	2	1	469	9.0599205435
2	2	2	2	1	311	8.096985785
2	2	2	3	3	104	8.8177331924
2	2	2	3	2	402	10.365418132
2	2	2	3	3	324	9.9321942547
2	2	2	2	3	236	7.9135672578
2	2	2	3	3	134	8.8029019229
2	2	2	3	1	388	10.08429957
2	2	2	1	4	422	8.1734847872
2	2	2	4	4	78	9.5597530877
2	2	2	4	2	223	10.197321706
2	2	2	4	2	2	9.1055886421
2	2	2	2	3	420	8.7465550831
2	2	2	1	2	273	7.2276889776
2	2	2	3	2	226	9.2165189571
2	2	2	4	3	97	9.5392925515
2	2	2	2	3	27	6.9074838216
2	2	2	4	2	455	11.51244337
2	2	2	3	3	75	8.5291546777
2	2	2	4	1	448	11.429431142
2	2	2	4	2	445	11.416854018
2	2	2	4	3	27	9.2141357644
2	2	2	2	3	146	7.3808246018
2	2	2	2	1	469	9.2113110324
2	2	2	2	3	270	8.3182859413
2	2	2	1	2	379	8.2095222728
2	2	2	2	3	193	7.671899258
2	2	2	2	1	278	8.1102935421
2	2	2	1	3	344	7.7990607066
2	2	2	2	3	58	7.0866289838
2	2	2	1	1	221	6.9715694752
2	2	2	2	1	232	7.7389797066
2	2	2	4	1	165	10.024330422
2	2	2	4	1	433	11.165912856
2	2	2	3	4	320	9.853361235
2	2	2	3	4	38	8.4274254492
2	2	2	1	2	471	8.4673282985
2	2	2	3	1	237	9.6335986824
2	2	2	1	1	20	6.0102977805
2	2	2	3	4	270	9.761124346
2	2	2	3	4	448	10.545042503
2	2	2	2	3	422	9.0036011637
2	2	2	2	2	12	6.4891995789
2	2	2	4	2	222	10.511083865
2	2	2	3	2	264	9.7488254848
2	2	2	3	4	401	10.33672509
2	2	2	4	1	366	10.867542331
2	2	2	3	3	246	9.6561642908
2	2	2	4	4	138	9.8791368317
2	2	2	2	3	295	8.1152124188
2	2	2	2	2	191	7.9181231449
2	2	2	1	3	178	6.8815292484
2	2	2	2	4	438	9.005133267
2	2	2	2	4	212	7.9463708294
2	2	2	2	4	389	8.5967988717
2	2	2	1	1	63	6.332925932
2	2	2	4	2	139	9.9642560123
2	2	2	2	3	348	8.2121954726
2	2	2	1	4	395	8.257866121
2	2	2	1	2	352	7.9442213118
2	2	2	3	3	449	10.524684249
2	2	2	4	3	238	10.323086049
2	2	2	1	3	309	7.8349873702
2	2	2	3	3	488	10.790108208
2	2	2	1	4	102	6.6911478796
2	2	2	1	2	444	8.5644200358
2	2	2	1	4	439	8.0816655358
2	2	2	1	3	233	7.2729786187
2	2	2	3	1	499	10.480304129
2	2	2	1	3	462	8.3642376522
2	2	2	3	2	321	10.151796534
2	2	2	1	2	123	6.4137869221
2	2	2	4	1	226	10.20137488
2	2	2	1	4	103	6.613017837
2	2	2	2	4	489	9.3219903929
2	2	2	1	2	477	8.3866123696
2	2	2	3	1	111	8.8382259562
2	2	2	4	2	227	10.199325075
2	2	2	4	3	382	10.979892441
2	2	2	4	3	385	11.262819262
2	2	2	2	4	26	6.8508399294
2	2	2	4	1	189	9.9834681506
2	2	2	2	2	37	6.908283613
2	2	2	3	4	336	9.9815490483
2	2	2	2	1	232	7.8625401969
2	2	2	4	2	289	10.598956648
2	2	2	4	2	18	9.3405886239
2	2	2	2	2	426	9.0339876393
2	2	2	3	1	189	8.9648492572
2	2	2	4	1	407	11.281773177
2	2	2	2	3	145	7.4902020396
2	2	2	3	1	213	9.3237392299
2	2	2	4	3	263	10.464190777
2	2	2	1	4	352	7.6411482092
2	2	2	3	3	425	10.37593615
2	2	2	1	3	421	8.2202452361
2	2	2	2	2	293	8.1647655898
2	2	2	4	4	443	11.546617573
2	2	2	2	2	93	7.0376303063
2	2	2	2	4	384	8.7208828912
2	2	2	2	4	500	9.2876917609
2	2	2	2	1	175	7.5029352432
2	2	2	4	4	415	10.96932017
2	2	2	2	2	173	7.8069786243
2	2	2	4	1	402	11.225290056
2	2	2	1	4	452	8.2242015959
2	2	2	1	3	428	8.3498701531
2	2	2	2	1	484	9.0503983857
2	2	2	2	2	345	8.6088077929
2	2	2	2	1	76	7.0962254657
2	2	2	2	3	186	7.4968497737
2	2	2	2	1	220	8.0714642097
2	2	2	4	2	350	10.972924724
2	2	2	1	4	348	7.6533460334
2	2	2	4	4	108	9.8055620694
2	2	2	3	1	8	8.3588307778
2	2	2	1	3	371	8.0527574539
2	2	2	4	2	456	11.384902366
2	2	2	2	4	152	7.5211268967
2	2	2	2	3	228	7.735643222
2	2	2	1	3	193	6.9601838835
2	2	2	1	4	385	8.0478060007
2	2	2	2	3	162	7.485681322
2	2	2	1	2	329	7.8736273507
2	2	2	3	3	452	10.651819521
2	2	2	3	2	95	9.0785587031
2	2	2	1	4	120	6.5636841912
2	2	2	2	4	464	8.7334188327
2	2	2	4	2	176	10.102471069
2	2	2	1	4	444	8.2732900991
2	2	2	1	1	35	6.4116193421
2	2	2	1	2	36	6.2683166091
2	2	2	2	4	210	7.696626622
2	2	2	3	3	287	9.6014482608
2	2	2	3	4	279	9.7438864206
2	2	2	1	1	317	7.7019374274
2	2	2	2	2	249	7.84740551
2	2	2	4	2	493	11.530365886
2	2	2	1	1	473	8.3639460175
2	2	2	4	2	103	9.7565287683
2	2	2	4	2	353	10.827436466
2	2	2	1	3	316	7.6682086474
2	2	2	2	1	88	7.0961958461
2	2	2	1	1	100	6.4846447468
2	2	2	3	2	19	8.2687823306
2	2	2	4	2	479	11.797535328
2	2	2	4	1	222	10.099051517
2	2	2	4	1	42	9.2018356829
2	2	2	1	3	54	6.4295546748
2	2	2	3	4	398	10.163869368
2	2	2	4	3	58	9.4863374767
2	2	2	4	4	464	11.358418965
2	2	2	2	3	450	9.0046908005
2	2	2	4	3	382	11.116687136
2	2	2	1	2	176	6.9026137813
2	2	2	1	1	348	7.6149434281
2	2	2	2	4	287	8.3489980849
2	2	2	3	1	57	8.3333025295
2	2	2	1	1	396	8.1576869355
2	2	2	1	2	222	7.2793273862
2	2	2	1	2	130	6.8666124074
2	2	2	3	1	251	9.0620548775
2	2	2	2	4	422	8.7640404245
2	2	2	4	1	221	10.439910379
2	2	2	1	2	214	6.9346572891
2	2	2	2	3	189	7.7145660622
2	2	2	4	2	171	9.9416125478
2	2	2	1	2	286	7.5974195436
2	2	2	1	4	256	7.3490906187
2	2	2	2	2	287	8.3370122978
2	2	2	3	3	304	9.6905565435
2	2	2	3	3	328	9.8594910312
2	2	2	3	3	273	9.5629199545
2	2	2	4	4	384	10.940634003
2	2	2	4	3	279	10.429341457
2	2	2	3	1	454	10.557628202
2	2	2	2	3	60	7.1614245495
2	2	2	4	4	179	10.14750746
2	2	2	1	2	286	7.6757230975
2	2	2	4	4	387	11.039640977
2	2	2	3	3	23	8.6286858516
2	2	2	1	2	237	7.3918595314
2	2	2	3	4	107	8.8513262844
2	2	2	4	1	345	10.846002252
2	2	2	3	2	419	10.453317338
2	2	2	3	3	224	9.3723948749
2	2	2	2	2	98	7.2393213301
2	2	2	1	2	239	7.3554832064
2	2	2	4	1	483	11.626861743
2	2	2	4	1	332	10.825172107
2	2	2	4	4	374	11.10058593
2	2	2	4	2	323	10.941175358
2	2	2	4	1	460	11.591695306
2	2	2	2	4	489	9.1289609914
2	2	2	4	3	340	10.894576891
2	2	2	3	4	46	8.6092468895
2	2	2	1	2	409	8.2703952094
2	2	2	1	2	396	8.3648698872
2	2	2	3	2	385	10.61293343
2	2	2	1	3	247	7.3418986357
2	2	2	3	4	334	9.6772319617
2	2	2	3	1	32	8.3761249096
2	2	2	3	3	85	8.7996535601
2	2	2	3	2	164	9.1368490043
2	2	2	4	3	439	11.281435021
2	2	2	3	2	362	10.308385522
2	2	2	2	3	490	9.018593178
2	2	2	3	3	321	9.7678633203
2	2	2	4	2	80	9.6417679658
2	2	2	3	4	464	10.382648518
2	2	2	3	2	15	8.4463924242
2	2	2	4	2	348	10.978952482
2	2	2	4	3	58	9.3549118612
2	2	2	2	2	8	6.759329848
2	2	2	1	1	222	7.1539308697
2	2	2	2	1	8	6.7430900963
2	2	2	4	4	372	10.950124958
2	2	2	2	2	434	9.0199763923
2	2	2	2	4	460	9.3132452591
2	2	2	2	4	61	7.1184430557
2	2	2	4	3	212	10.257815481
2	2	2	4	4	430	11.153492991
2	2	2	2	3	232	7.898211039
2	2	2	3	2	104	8.8804967584
2	2	2	3	1	68	8.7005717808
2	2	2	4	2	262	10.525176339
2	2	2	2	3	241	7.8233878886
2	2	2	4	4	379	10.791269161
2	2	2	3	4	339	10.040411402
2	2	2	4	4	427	11.133225834
2	2	2	4	1	121	9.9114313339
2	2	2	3	4	441	10.415169278
2	2	2	4	1	62	9.5142079642
2	2	2	3	3	251	9.1724049256
2	2	2	4	2	224	10.415430057
2	2	2	2	3	120	7.4474801927
2	2	2	1	2	293	7.5023366731
2	2	2	4	2	119	9.9060797566
2	2	2	1	2	349	7.8642940625
2	2	2	4	1	358	10.874016353
2	2	2	3	2	33	8.3616548802
2	2	2	3	4	277	9.7767067014
2	2	2	3	2	370	10.156592421
2	2	2	4	3	437	11.118855514
2	2	2	4	1	105	9.6512479171
2	2	2	1	3	481	8.4431580633
2	2	2	3	4	471	10.748814332
2	2	2	1	3	325	7.8635889271
2	2	2	1	4	11	5.9669443923
2	2	2	4	4	139	10.012353564
2	2	2	2	1	389	8.8597081187
2	2	2	2	3	48	7.0169428527
2	2	2	1	4	107	6.6796343616
2	2	2	4	2	302	10.577747635
2	2	2	1	2	44	6.3262450974
2	2	2	4	4	364	11.030897913
2	2	2	4	2	443	11.433399583
2	2	2	1	2	109	6.7589920271
2	2	2	3	4	145	8.7781367784
2	2	2	4	3	370	10.770166953
2	2	2	2	1	236	7.8269168579
2	2	2	3	1	45	8.1025231789
2	2	2	1	2	376	7.8373230137
2	2	2	2	1	143	7.3305036254
2	2	2	3	1	434	10.22802295
2	2	2	2	2	488	9.3134507568
2	2	2	1	3	250	7.400475268
2	2	2	2	2	231	7.8667961021
2	2	2	4	1	258	10.417534384
2	2	2	4	4	234	10.248074068
2	2	2	2	4	237	7.8719930264
2	2	2	4	1	212	10.244179466
2	2	2	3	3	137	8.9896002619
2	2	2	3	1	430	10.330572454
2	2	2	4	1	426	11.276137285
2	2	2	3	3	8	8.3336631215
2	2	2	1	1	399	8.1846621626
2	2	2	2	1	155	7.7462811505
2	2	2	3	3	219	9.3333247394
2	2	2	1	1	399	8.0799805399
2	2	2	4	2	446	11.449960065
2	2	2	4	1	27	9.081393761
2	2	2	4	2	323	10.81383522
2	2	2	4	3	250	10.372942332
2	2	2	1	1	11	5.8626623807
2	2	2	3	1	146	8.9350932983
2	2	2	3	1	241	9.6401486935
2	2	2	4	1	368	10.897725156
2	2	2	1	4	12	5.8776010144
2	2	2	2	4	446	9.0432779733
2	2	2	4	4	302	10.578383181
2	2	2	4	4	276	10.70421785
2	2	2	2	2	102	7.2540829689
2	2	2	4	4	190	10.067909896
2	2	2	3	1	284	9.5369298717
2	2	2	1	2	345	7.922921203
2	2	2	3	1	459	10.439946329
2	2	2	4	3	11	9.0413880629
2	2	2	3	3	243	9.3628290583
2	2	2	4	3	262	10.385694867
2	2	2	3	4	60	8.5620466387
2	2	2	2	1	293	8.1836765309
2	2	2	4	4	451	11.327524999
2	2	2	3	2	326	9.8633882076
2	2	2	3	3	238	9.2771626018
2	2	2	1	3	214	7.1472171249
2	2	2	4	1	399	10.918050503
2	2	2	2	1	35	7.0666721799
2	2	2	3	3	195	9.0573467358
2	2	2	4	2	153	9.7955071144
2	2	2	4	3	290	10.540651349
2	2	2	2	3	500	9.4505409897
2	2	2	1	3	120	6.738207926
2	2	2	2	2	201	7.7997156554
2	2	2	2	3	186	7.6991023007
2	2	2	2	3	312	8.1243568567
2	2	2	3	3	381	9.9277823818
2	2	2	3	1	134	8.8115971321
2	2	2	3	2	61	8.636150695
2	2	2	4	2	142	9.9278296814
2	2	2	1	1	7	5.9570106409
2	2	2	4	2	223	10.263634386
2	2	2	3	4	357	9.7172128252
2	2	2	3	4	171	9.0241545842
2	2	2	1	4	364	7.9321173516
2	2	2	1	3	52	6.3648681906
2	2	2	4	3	477	11.311081654
2	2	2	4	2	193	10.004728855
2	2	2	3	3	361	10.125048234
2	2	2	1	4	277	7.4011991958
2	2	2	3	2	187	9.0837476752
2	2	2	1	4	330	7.7071656611
2	2	2	3	1	339	10.186610673
2	2	2	2	2	383	8.8235579799
2	2	2	1	1	474	8.4601858706
2	2	2	4	3	426	11.305093939
2	2	2	1	4	243	6.9566385179
2	2	2	3	3	128	8.9334156858
2	2	2	4	1	78	9.4395092406
2	2	2	2	2	269	8.2713948979
2	2	2	2	1	365	8.5232948787
2	2	2	4	3	354	10.81511416
2	2	2	3	4	427	10.24016033
2	2	2	1	2	402	8.2785494555
